,0,1,2,3,4,5,function_value
992,1.0,4.0,4.0,4.0,3.0,4.0,2.5164835127193927
993,1.0,4.0,4.0,4.0,3.0,5.0,2.5164834904758075
994,1.0,4.0,4.0,4.0,4.0,1.0,1.9999999405508657
995,1.0,4.0,4.0,4.0,4.0,2.0,2.0000002326335564
996,1.0,4.0,4.0,4.0,4.0,3.0,2.516483493089504
997,1.0,4.0,4.0,4.0,4.0,4.0,2.516483524732631
998,1.0,4.0,4.0,4.0,4.0,5.0,2.5164835182464675
999,1.0,4.0,4.0,4.0,5.0,4.0,2.5714285575100315
1000,1.0,4.0,4.0,4.0,5.0,5.0,2.747126437008698
1001,1.0,4.0,4.0,5.0,1.0,3.0,1.9333333378693838
1002,1.0,4.0,4.0,5.0,1.0,4.0,1.9333332905738687
1003,1.0,4.0,4.0,5.0,1.0,5.0,1.9333333522974308
1004,1.0,4.0,4.0,5.0,3.0,4.0,2.5164835228204283
1005,1.0,4.0,4.0,5.0,3.0,5.0,2.5164835105104437
1006,1.0,4.0,4.0,5.0,4.0,4.0,2.516483547031593
1007,1.0,4.0,4.0,5.0,4.0,5.0,2.5164835530130176
1008,1.0,4.0,4.0,5.0,5.0,3.0,2.7471264151287262
1009,1.0,4.0,4.0,5.0,5.0,5.0,2.7471264196381338
1010,1.0,4.0,5.0,1.0,1.0,1.0,1.3333334819435685
1011,1.0,4.0,5.0,1.0,3.0,4.0,1.7142858086302017
1012,1.0,4.0,5.0,1.0,4.0,1.0,1.8666665796038233
1013,1.0,4.0,5.0,2.0,1.0,3.0,1.7374999789814423
1014,1.0,4.0,5.0,2.0,3.0,1.0,2.1904760283260787
1015,1.0,4.0,5.0,3.0,3.0,3.0,2.3636363313346687
1016,1.0,4.0,5.0,3.0,3.0,4.0,2.516483545256704
1017,1.0,4.0,5.0,3.0,5.0,4.0,2.5714285757085835
1018,1.0,4.0,5.0,4.0,1.0,4.0,1.737500027974508
1019,1.0,4.0,5.0,4.0,2.0,3.0,2.1428571820869884
1020,1.0,4.0,5.0,4.0,3.0,2.0,2.1904760176593046
1021,1.0,4.0,5.0,4.0,3.0,3.0,2.3636364191894086
1022,1.0,4.0,5.0,4.0,4.0,4.0,2.5164835463394697
1023,1.0,4.0,5.0,4.0,5.0,4.0,2.571428581752757
1024,1.0,4.0,5.0,4.0,5.0,5.0,2.8823530085884497
1025,1.0,4.0,5.0,5.0,3.0,4.0,2.7499999507033928
1026,1.0,4.0,5.0,5.0,4.0,2.0,2.4000001837984115
1027,1.0,4.0,5.0,5.0,4.0,4.0,2.7499999760537164
1028,1.0,4.0,5.0,5.0,5.0,4.0,2.750000018063886
1029,1.0,4.0,5.0,5.0,5.0,5.0,2.882352998386431
1030,1.0,5.0,1.0,1.0,1.0,1.0,1.1569685049588299
1031,1.0,5.0,1.0,1.0,1.0,2.0,1.1791044351729847
1032,1.0,5.0,1.0,1.0,1.0,3.0,1.1791044629246852
1033,1.0,5.0,1.0,1.0,1.0,4.0,1.1791045727430949
1034,1.0,5.0,1.0,1.0,2.0,1.0,1.191919176152237
1035,1.0,5.0,1.0,1.0,2.0,2.0,1.24050625985749
1036,1.0,5.0,1.0,1.0,2.0,3.0,1.2405062375175357
1037,1.0,5.0,1.0,1.0,3.0,1.0,1.2222222053763496
1038,1.0,5.0,1.0,1.0,3.0,2.0,1.2405064324179609
1039,1.0,5.0,1.0,1.0,3.0,3.0,1.272727267278839
1040,1.0,5.0,1.0,1.0,3.0,4.0,1.5333327633820153
1041,1.0,5.0,1.0,1.0,4.0,1.0,1.2352949859011146
1042,1.0,5.0,1.0,1.0,4.0,2.0,1.4062500079854343
1043,1.0,5.0,1.0,1.0,4.0,3.0,1.4062500184086884
1044,1.0,5.0,1.0,1.0,4.0,4.0,1.5333328500824779
1045,1.0,5.0,1.0,1.0,5.0,1.0,1.235295154025389
1046,1.0,5.0,1.0,1.0,5.0,3.0,1.4285709096565824
1047,1.0,5.0,1.0,1.0,5.0,5.0,1.714285694101185
1048,1.0,5.0,1.0,2.0,1.0,1.0,1.1631859231861301
1049,1.0,5.0,1.0,2.0,1.0,2.0,1.247311787674464
1050,1.0,5.0,1.0,2.0,1.0,3.0,1.3333333070388496
1051,1.0,5.0,1.0,2.0,1.0,4.0,1.395061355142252
1052,1.0,5.0,1.0,2.0,2.0,1.0,1.191918799551226
1053,1.0,5.0,1.0,2.0,2.0,2.0,1.3124999998904354
1054,1.0,5.0,1.0,2.0,2.0,3.0,1.3999998989765212
1055,1.0,5.0,1.0,2.0,2.0,4.0,1.3999999093940934
1056,1.0,5.0,1.0,2.0,3.0,1.0,1.3684209655294486
1057,1.0,5.0,1.0,2.0,3.0,2.0,1.406249966421614
1058,1.0,5.0,1.0,2.0,3.0,3.0,1.4367815990510597
1059,1.0,5.0,1.0,2.0,3.0,4.0,1.5333329169653644
1060,1.0,5.0,1.0,2.0,3.0,5.0,1.5333329350201783
1061,1.0,5.0,1.0,2.0,4.0,2.0,1.4062499640983974
1062,1.0,5.0,1.0,2.0,4.0,3.0,1.4367816552245745
1063,1.0,5.0,1.0,2.0,4.0,4.0,1.533332938203248
1064,1.0,5.0,1.0,2.0,4.0,5.0,1.7142856819233612
1065,1.0,5.0,1.0,2.0,5.0,2.0,1.4285723446334904
1066,1.0,5.0,1.0,2.0,5.0,3.0,1.5333330450256086
1067,1.0,5.0,1.0,2.0,5.0,4.0,1.5333331036524855
1068,1.0,5.0,1.0,2.0,5.0,5.0,1.7142856488779044
1069,1.0,5.0,1.0,3.0,1.0,1.0,1.27433621591296
1070,1.0,5.0,1.0,3.0,1.0,2.0,1.34615384095224
1071,1.0,5.0,1.0,3.0,1.0,3.0,1.3950617278691484
1072,1.0,5.0,1.0,3.0,1.0,4.0,1.395061668125802
1073,1.0,5.0,1.0,3.0,1.0,5.0,1.3950620435586665
1074,1.0,5.0,1.0,3.0,2.0,1.0,1.2743360499667957
1075,1.0,5.0,1.0,3.0,2.0,2.0,1.3461538650481226
1076,1.0,5.0,1.0,3.0,2.0,3.0,1.4367808920026828
1077,1.0,5.0,1.0,3.0,2.0,4.0,1.444444312689577
1078,1.0,5.0,1.0,3.0,3.0,1.0,1.3684209910207534
1079,1.0,5.0,1.0,3.0,3.0,2.0,1.4367815941718138
1080,1.0,5.0,1.0,3.0,3.0,3.0,1.436781440517578
1081,1.0,5.0,1.0,3.0,3.0,4.0,1.5333330210390057
1082,1.0,5.0,1.0,3.0,4.0,1.0,1.4999990228229214
1083,1.0,5.0,1.0,3.0,4.0,2.0,1.4999999225854665
1084,1.0,5.0,1.0,3.0,4.0,3.0,1.499999962200899
1085,1.0,5.0,1.0,3.0,4.0,4.0,1.5333330255810727
1086,1.0,5.0,1.0,3.0,5.0,2.0,1.5454545967305204
1087,1.0,5.0,1.0,3.0,5.0,3.0,1.545454760190597
1088,1.0,5.0,1.0,3.0,5.0,4.0,1.7142855722830257
1089,1.0,5.0,1.0,3.0,5.0,5.0,1.7142856237321744
1090,1.0,5.0,1.0,4.0,1.0,1.0,1.2743360910786727
1091,1.0,5.0,1.0,4.0,1.0,2.0,1.3469388861526967
1092,1.0,5.0,1.0,4.0,1.0,3.0,1.4367803101251082
1093,1.0,5.0,1.0,4.0,1.0,4.0,1.4367803842309341
1094,1.0,5.0,1.0,4.0,1.0,5.0,1.4666665046907892
1095,1.0,5.0,1.0,4.0,2.0,2.0,1.3469389402782859
1096,1.0,5.0,1.0,4.0,2.0,3.0,1.4367808239252422
1097,1.0,5.0,1.0,4.0,2.0,4.0,1.5333335596512532
1098,1.0,5.0,1.0,4.0,3.0,1.0,1.3684211037428196
1099,1.0,5.0,1.0,4.0,3.0,2.0,1.4999999826935515
1100,1.0,5.0,1.0,4.0,3.0,3.0,1.5333332874571606
1101,1.0,5.0,1.0,4.0,3.0,4.0,1.5333332694871384
1102,1.0,5.0,1.0,4.0,4.0,1.0,1.499998701891649
1103,1.0,5.0,1.0,4.0,4.0,2.0,1.5333334257002547
1104,1.0,5.0,1.0,4.0,4.0,3.0,1.5333333076453677
1105,1.0,5.0,1.0,4.0,4.0,4.0,1.5333331865980686
1106,1.0,5.0,1.0,4.0,4.0,5.0,1.7142857157549862
1107,1.0,5.0,1.0,4.0,5.0,1.0,1.4999967691099367
1108,1.0,5.0,1.0,4.0,5.0,2.0,1.5454545390275576
1109,1.0,5.0,1.0,4.0,5.0,3.0,1.5454547722271887
1110,1.0,5.0,1.0,4.0,5.0,4.0,1.7142856233317147
1111,1.0,5.0,1.0,4.0,5.0,5.0,1.7142856912914943
1112,1.0,5.0,1.0,5.0,1.0,1.0,1.2743359238228449
1113,1.0,5.0,1.0,5.0,1.0,2.0,1.3469388475965267
1114,1.0,5.0,1.0,5.0,1.0,3.0,1.436780336172384
1115,1.0,5.0,1.0,5.0,1.0,4.0,1.4367801935095972
1116,1.0,5.0,1.0,5.0,1.0,5.0,1.4666665123529312
1117,1.0,5.0,1.0,5.0,2.0,1.0,1.2743370787965977
1118,1.0,5.0,1.0,5.0,2.0,2.0,1.346938662046937
1119,1.0,5.0,1.0,5.0,2.0,3.0,1.4367819495060885
1120,1.0,5.0,1.0,5.0,2.0,4.0,1.5333333028721132
1121,1.0,5.0,1.0,5.0,3.0,1.0,1.5333331897766223
1122,1.0,5.0,1.0,5.0,3.0,2.0,1.5333333675264131
1123,1.0,5.0,1.0,5.0,3.0,3.0,1.5333332606467933
1124,1.0,5.0,1.0,5.0,3.0,5.0,1.5333331413902829
1125,1.0,5.0,1.0,5.0,4.0,3.0,1.533333303375858
1126,1.0,5.0,1.0,5.0,4.0,4.0,1.5999999926804567
1127,1.0,5.0,1.0,5.0,4.0,5.0,1.7142856960224524
1128,1.0,5.0,1.0,5.0,5.0,1.0,1.5555553054218991
1129,1.0,5.0,1.0,5.0,5.0,3.0,1.5555551635952347
1130,1.0,5.0,1.0,5.0,5.0,4.0,1.7142856355073355
1131,1.0,5.0,1.0,5.0,5.0,5.0,1.7142857313733317
1132,1.0,5.0,2.0,1.0,1.0,1.0,1.177979076217401
1133,1.0,5.0,2.0,1.0,1.0,2.0,1.4674796802955083
1134,1.0,5.0,2.0,1.0,1.0,3.0,1.46747967713813
1135,1.0,5.0,2.0,1.0,2.0,1.0,1.1919192408942876
1136,1.0,5.0,2.0,1.0,2.0,2.0,1.5000000059047338
1137,1.0,5.0,2.0,1.0,2.0,3.0,1.621621652955616
1138,1.0,5.0,2.0,1.0,3.0,1.0,1.2272727187412484
1139,1.0,5.0,2.0,1.0,3.0,2.0,1.6216215825901306
1140,1.0,5.0,2.0,1.0,3.0,3.0,1.621621609861152
1141,1.0,5.0,2.0,1.0,3.0,4.0,1.6216216284895073
1142,1.0,5.0,2.0,1.0,4.0,2.0,1.6216215370480394
1143,1.0,5.0,2.0,1.0,4.0,3.0,1.6216215395208866
1144,1.0,5.0,2.0,1.0,4.0,4.0,1.8799999942138443
1145,1.0,5.0,2.0,1.0,5.0,1.0,1.6216215280442186
1146,1.0,5.0,2.0,1.0,5.0,2.0,1.6216214690733801
1147,1.0,5.0,2.0,1.0,5.0,3.0,1.8800001169268798
1148,1.0,5.0,2.0,1.0,5.0,4.0,1.879999963576948
1149,1.0,5.0,2.0,1.0,5.0,5.0,1.8799998467649701
1150,1.0,5.0,2.0,2.0,1.0,1.0,1.2954544554603027
1151,1.0,5.0,2.0,2.0,1.0,2.0,1.467479670004157
1152,1.0,5.0,2.0,2.0,1.0,3.0,1.4674796716347744
1153,1.0,5.0,2.0,2.0,1.0,4.0,1.666666687247383
1154,1.0,5.0,2.0,2.0,1.0,5.0,1.66666663769597
1155,1.0,5.0,2.0,2.0,2.0,1.0,1.3333336001824567
1156,1.0,5.0,2.0,2.0,2.0,2.0,1.6525423562715276
1157,1.0,5.0,2.0,2.0,2.0,3.0,1.6525423722297656
1158,1.0,5.0,2.0,2.0,2.0,4.0,1.6666666557681262
1159,1.0,5.0,2.0,2.0,2.0,5.0,1.666666609332611
1160,1.0,5.0,2.0,2.0,3.0,1.0,1.374999940640736
1161,1.0,5.0,2.0,2.0,3.0,2.0,1.7272727366481342
1162,1.0,5.0,2.0,2.0,3.0,3.0,1.8333333265991656
1163,1.0,5.0,2.0,2.0,3.0,4.0,1.8333333441891633
1164,1.0,5.0,2.0,2.0,4.0,1.0,1.6428554988857902
1165,1.0,5.0,2.0,2.0,4.0,2.0,1.727272858858567
1166,1.0,5.0,2.0,2.0,4.0,4.0,1.880000002102075
1167,1.0,5.0,2.0,2.0,4.0,5.0,1.8800000703075443
1168,1.0,5.0,2.0,2.0,5.0,1.0,1.6428554428836488
1169,1.0,5.0,2.0,2.0,5.0,2.0,1.9999999090200333
1170,1.0,5.0,2.0,2.0,5.0,3.0,2.0000000129211934
1171,1.0,5.0,2.0,2.0,5.0,4.0,2.012048170289313
1172,1.0,5.0,2.0,2.0,5.0,5.0,2.1935483858870173
1173,1.0,5.0,2.0,3.0,1.0,1.0,1.2954545062057599
1174,1.0,5.0,2.0,3.0,1.0,2.0,1.467479686872015
1175,1.0,5.0,2.0,3.0,1.0,3.0,1.7142856946280978
1176,1.0,5.0,2.0,3.0,2.0,1.0,1.333333276733351
1177,1.0,5.0,2.0,3.0,2.0,2.0,1.7758613831944439
1178,1.0,5.0,2.0,3.0,2.0,3.0,1.8571428619380952
1179,1.0,5.0,2.0,3.0,2.0,4.0,1.9999999348369222
1180,1.0,5.0,2.0,3.0,3.0,1.0,1.6428570486834573
1181,1.0,5.0,2.0,3.0,3.0,2.0,1.8333333094798634
1182,1.0,5.0,2.0,3.0,3.0,3.0,1.9259259261955866
1183,1.0,5.0,2.0,3.0,3.0,4.0,2.0000000392802892
1184,1.0,5.0,2.0,3.0,4.0,1.0,1.642856429692553
1185,1.0,5.0,2.0,3.0,4.0,2.0,2.012048155120512
1186,1.0,5.0,2.0,3.0,4.0,3.0,2.0120481774591945
1187,1.0,5.0,2.0,3.0,4.0,4.0,2.012048186991817
1188,1.0,5.0,2.0,3.0,4.0,5.0,2.1935482888491067
1189,1.0,5.0,2.0,3.0,5.0,1.0,1.6428562255153192
1190,1.0,5.0,2.0,3.0,5.0,2.0,2.012048189766851
1191,1.0,5.0,2.0,3.0,5.0,3.0,2.012048163184658
1192,1.0,5.0,2.0,3.0,5.0,4.0,2.0120481664240955
1193,1.0,5.0,2.0,3.0,5.0,5.0,2.1935483622822947
1194,1.0,5.0,2.0,4.0,1.0,1.0,1.3749997694691467
1195,1.0,5.0,2.0,4.0,1.0,2.0,1.6923080361306937
1196,1.0,5.0,2.0,4.0,1.0,3.0,1.7142857395702733
1197,1.0,5.0,2.0,4.0,1.0,4.0,1.7142857287502882
1198,1.0,5.0,2.0,4.0,2.0,2.0,1.7758610645050268
1199,1.0,5.0,2.0,4.0,2.0,3.0,1.9999999609694916
1200,1.0,5.0,2.0,4.0,2.0,4.0,2.1599999604550084
1201,1.0,5.0,2.0,4.0,3.0,2.0,1.9999999251154859
1202,1.0,5.0,2.0,4.0,3.0,3.0,2.000000019812282
1203,1.0,5.0,2.0,4.0,3.0,4.0,2.160000031183275
1204,1.0,5.0,2.0,4.0,4.0,1.0,1.6428568196745106
1205,1.0,5.0,2.0,4.0,4.0,2.0,2.0120482185639608
1206,1.0,5.0,2.0,4.0,4.0,3.0,2.0120481996753257
1207,1.0,5.0,2.0,4.0,4.0,4.0,2.160000027467189
1208,1.0,5.0,2.0,4.0,4.0,5.0,2.193548363362132
1209,1.0,5.0,2.0,4.0,5.0,3.0,2.187500019509473
1210,1.0,5.0,2.0,4.0,5.0,4.0,2.193548355052165
1211,1.0,5.0,2.0,4.0,5.0,5.0,2.193548398678404
1212,1.0,5.0,2.0,5.0,1.0,1.0,1.374999897674125
1213,1.0,5.0,2.0,5.0,1.0,2.0,1.6923078070231112
1214,1.0,5.0,2.0,5.0,1.0,3.0,1.8666666729977464
1215,1.0,5.0,2.0,5.0,1.0,4.0,1.86666665061906
1216,1.0,5.0,2.0,5.0,1.0,5.0,1.8666667782256223
1217,1.0,5.0,2.0,5.0,2.0,2.0,1.7758611643223279
1218,1.0,5.0,2.0,5.0,2.0,3.0,2.0000001616736354
1219,1.0,5.0,2.0,5.0,2.0,4.0,2.166666745363965
1220,1.0,5.0,2.0,5.0,2.0,5.0,2.1935483916481586
1221,1.0,5.0,2.0,5.0,3.0,2.0,2.000000034959746
1222,1.0,5.0,2.0,5.0,3.0,3.0,2.0000000433686513
1223,1.0,5.0,2.0,5.0,3.0,4.0,2.166666674144945
1224,1.0,5.0,2.0,5.0,3.0,5.0,2.1935483306484733
1225,1.0,5.0,2.0,5.0,4.0,3.0,2.0120481924858127
1226,1.0,5.0,2.0,5.0,4.0,4.0,2.193548390018785
1227,1.0,5.0,2.0,5.0,4.0,5.0,2.193548370875651
1228,1.0,5.0,2.0,5.0,5.0,1.0,1.642856681532744
1229,1.0,5.0,2.0,5.0,5.0,2.0,2.0120482037590475
1230,1.0,5.0,2.0,5.0,5.0,3.0,2.1935483659700297
1231,1.0,5.0,2.0,5.0,5.0,4.0,2.1935483858400304
1232,1.0,5.0,2.0,5.0,5.0,5.0,2.19354843527947
1233,1.0,5.0,3.0,1.0,1.0,1.0,1.1779791540608018
1234,1.0,5.0,3.0,1.0,1.0,2.0,1.4674796813779707
1235,1.0,5.0,3.0,1.0,1.0,3.0,1.4674796830939845
1236,1.0,5.0,3.0,1.0,1.0,4.0,1.5925921819112308
1237,1.0,5.0,3.0,1.0,2.0,1.0,1.2142857104556413
1238,1.0,5.0,3.0,1.0,2.0,2.0,1.5238095242397418
1239,1.0,5.0,3.0,1.0,2.0,3.0,1.6216216774156407
1240,1.0,5.0,3.0,1.0,2.0,4.0,1.9166667181355694
1241,1.0,5.0,3.0,1.0,3.0,1.0,1.2833333544591166
1242,1.0,5.0,3.0,1.0,3.0,2.0,1.62162162542788
1243,1.0,5.0,3.0,1.0,3.0,3.0,1.9166666305050832
1244,1.0,5.0,3.0,1.0,3.0,4.0,1.9166666999150288
1245,1.0,5.0,3.0,1.0,3.0,5.0,2.250000024619248
1246,1.0,5.0,3.0,1.0,4.0,2.0,1.6774193872365661
1247,1.0,5.0,3.0,1.0,4.0,3.0,2.000000002109735
1248,1.0,5.0,3.0,1.0,4.0,4.0,2.222222171043375
1249,1.0,5.0,3.0,1.0,5.0,2.0,2.000000018713875
1250,1.0,5.0,3.0,1.0,5.0,3.0,2.1052631546681915
1251,1.0,5.0,3.0,1.0,5.0,4.0,2.2500000003051817
1252,1.0,5.0,3.0,1.0,5.0,5.0,2.2500000186710003
1253,1.0,5.0,3.0,2.0,1.0,1.0,1.3749999691640393
1254,1.0,5.0,3.0,2.0,1.0,2.0,1.467479683980203
1255,1.0,5.0,3.0,2.0,1.0,3.0,1.7500000031186245
1256,1.0,5.0,3.0,2.0,2.0,1.0,1.3749999692296255
1257,1.0,5.0,3.0,2.0,2.0,2.0,1.6756756414243703
1258,1.0,5.0,3.0,2.0,2.0,3.0,1.9333333554372822
1259,1.0,5.0,3.0,2.0,3.0,1.0,1.3749999504715669
1260,1.0,5.0,3.0,2.0,3.0,2.0,1.8333333279770205
1261,1.0,5.0,3.0,2.0,3.0,3.0,2.084507041713314
1262,1.0,5.0,3.0,2.0,3.0,4.0,2.22222227867278
1263,1.0,5.0,3.0,2.0,4.0,2.0,1.9999999878289207
1264,1.0,5.0,3.0,2.0,4.0,3.0,2.105263117808544
1265,1.0,5.0,3.0,2.0,4.0,4.0,2.222222227430845
1266,1.0,5.0,3.0,2.0,5.0,2.0,1.9999999742396308
1267,1.0,5.0,3.0,2.0,5.0,3.0,2.1052631440551415
1268,1.0,5.0,3.0,2.0,5.0,5.0,2.3684211320726534
1269,1.0,5.0,3.0,3.0,1.0,1.0,1.3749999832302635
1270,1.0,5.0,3.0,3.0,1.0,2.0,1.7499999665227295
1271,1.0,5.0,3.0,3.0,1.0,3.0,1.7500000205331234
1272,1.0,5.0,3.0,3.0,1.0,5.0,1.9333331658165083
1273,1.0,5.0,3.0,3.0,2.0,1.0,1.5000000581447432
1274,1.0,5.0,3.0,3.0,2.0,2.0,1.7758613978321582
1275,1.0,5.0,3.0,3.0,2.0,3.0,2.0845070428825463
1276,1.0,5.0,3.0,3.0,2.0,4.0,2.272727245516085
1277,1.0,5.0,3.0,3.0,3.0,1.0,1.6428571821631268
1278,1.0,5.0,3.0,3.0,3.0,2.0,1.8333333413251627
1279,1.0,5.0,3.0,3.0,3.0,3.0,2.0845070419275276
1280,1.0,5.0,3.0,3.0,3.0,4.0,2.2727272414487847
1281,1.0,5.0,3.0,3.0,4.0,1.0,1.6428567155457214
1282,1.0,5.0,3.0,3.0,4.0,2.0,2.1052631927319077
1283,1.0,5.0,3.0,3.0,4.0,3.0,2.105263148660622
1284,1.0,5.0,3.0,3.0,4.0,4.0,2.333333334768674
1285,1.0,5.0,3.0,3.0,5.0,1.0,1.6428565207556176
1286,1.0,5.0,3.0,3.0,5.0,2.0,2.1052632265436273
1287,1.0,5.0,3.0,3.0,5.0,3.0,2.105263190086516
1288,1.0,5.0,3.0,3.0,5.0,4.0,2.558139501479707
1289,1.0,5.0,3.0,3.0,5.0,5.0,2.558139531212854
1290,1.0,5.0,3.0,4.0,1.0,1.0,1.499999968052334
1291,1.0,5.0,3.0,4.0,1.0,2.0,1.7499999778813304
1292,1.0,5.0,3.0,4.0,1.0,3.0,1.7500000201691415
1293,1.0,5.0,3.0,4.0,1.0,4.0,1.9333332324227979
1294,1.0,5.0,3.0,4.0,1.0,5.0,1.9333332383080561
1295,1.0,5.0,3.0,4.0,2.0,2.0,1.9652174836571985
1296,1.0,5.0,3.0,4.0,2.0,3.0,2.088888927034035
1297,1.0,5.0,3.0,4.0,2.0,4.0,2.2727272522353603
1298,1.0,5.0,3.0,4.0,3.0,1.0,1.7499996288697872
1299,1.0,5.0,3.0,4.0,3.0,2.0,1.9999999196881773
1300,1.0,5.0,3.0,4.0,3.0,3.0,2.088888855926851
1301,1.0,5.0,3.0,4.0,3.0,4.0,2.2727272698305807
1302,1.0,5.0,3.0,4.0,3.0,5.0,2.2727273101377032
1303,1.0,5.0,3.0,4.0,4.0,2.0,2.1052632716546
1304,1.0,5.0,3.0,4.0,4.0,3.0,2.400000012380898
1305,1.0,5.0,3.0,4.0,4.0,4.0,2.435897428846606
1306,1.0,5.0,3.0,4.0,4.0,5.0,2.435897458284985
1307,1.0,5.0,3.0,4.0,5.0,1.0,2.19047598662717
1308,1.0,5.0,3.0,4.0,5.0,3.0,2.5000000336892905
1309,1.0,5.0,3.0,4.0,5.0,4.0,2.578947331896574
1310,1.0,5.0,3.0,4.0,5.0,5.0,2.578947350541647
1311,1.0,5.0,3.0,5.0,1.0,1.0,1.4999999802730752
1312,1.0,5.0,3.0,5.0,1.0,2.0,1.800000079907148
1313,1.0,5.0,3.0,5.0,1.0,3.0,1.866666607233933
1314,1.0,5.0,3.0,5.0,1.0,4.0,1.9333332831494745
1315,1.0,5.0,3.0,5.0,1.0,5.0,1.933333323429455
1316,1.0,5.0,3.0,5.0,2.0,2.0,2.0000003199355376
1317,1.0,5.0,3.0,5.0,2.0,3.0,2.088888930073999
1318,1.0,5.0,3.0,5.0,2.0,4.0,2.272727259224049
1319,1.0,5.0,3.0,5.0,2.0,5.0,2.2727272826174736
1320,1.0,5.0,3.0,5.0,3.0,2.0,2.000000148364273
1321,1.0,5.0,3.0,5.0,3.0,3.0,2.0888889944690114
1322,1.0,5.0,3.0,5.0,3.0,4.0,2.27272727506773
1323,1.0,5.0,3.0,5.0,3.0,5.0,2.2727273331863507
1324,1.0,5.0,3.0,5.0,4.0,2.0,2.105263265649675
1325,1.0,5.0,3.0,5.0,4.0,3.0,2.400000006116998
1326,1.0,5.0,3.0,5.0,4.0,4.0,2.4358974601672525
1327,1.0,5.0,3.0,5.0,4.0,5.0,2.4848484961163932
1328,1.0,5.0,3.0,5.0,5.0,2.0,2.3333338633076326
1329,1.0,5.0,3.0,5.0,5.0,3.0,2.578947414572828
1330,1.0,5.0,3.0,5.0,5.0,4.0,2.5789473744308853
1331,1.0,5.0,3.0,5.0,5.0,5.0,2.5789474070695566
1332,1.0,5.0,4.0,1.0,1.0,1.0,1.3749999706043894
1333,1.0,5.0,4.0,1.0,1.0,2.0,1.5999999947639736
1334,1.0,5.0,4.0,1.0,2.0,1.0,1.3749999625824094
1335,1.0,5.0,4.0,1.0,2.0,2.0,1.5999999634809101
1336,1.0,5.0,4.0,1.0,2.0,4.0,1.9166667247597857
1337,1.0,5.0,4.0,1.0,3.0,1.0,1.3749999687444678
1338,1.0,5.0,4.0,1.0,3.0,3.0,2.2727272745901717
1339,1.0,5.0,4.0,1.0,3.0,5.0,2.2727272119092494
1340,1.0,5.0,4.0,1.0,4.0,4.0,2.272727285811126
1341,1.0,5.0,4.0,1.0,5.0,3.0,2.500000069014555
1342,1.0,5.0,4.0,2.0,1.0,5.0,1.933333283365953
1343,1.0,5.0,4.0,2.0,2.0,1.0,1.7374999512636862
1344,1.0,5.0,4.0,2.0,2.0,2.0,1.7374999660591495
1345,1.0,5.0,4.0,2.0,2.0,5.0,1.9333333200036016
1346,1.0,5.0,4.0,2.0,3.0,1.0,1.7374999411762917
1347,1.0,5.0,4.0,2.0,3.0,2.0,2.1904758943200964
1348,1.0,5.0,4.0,2.0,3.0,3.0,2.2727272878550187
1349,1.0,5.0,4.0,2.0,4.0,1.0,2.1904762706791296
1350,1.0,5.0,4.0,2.0,4.0,4.0,2.2727272530597364
1351,1.0,5.0,4.0,2.0,5.0,3.0,2.558139512069355
1352,1.0,5.0,4.0,2.0,5.0,4.0,2.558139552111263
1353,1.0,5.0,4.0,3.0,1.0,1.0,1.3749999796010983
1354,1.0,5.0,4.0,3.0,1.0,3.0,1.9333332032049888
1355,1.0,5.0,4.0,3.0,2.0,2.0,1.9999999362038425
1356,1.0,5.0,4.0,3.0,2.0,3.0,2.39999988504954
1357,1.0,5.0,4.0,3.0,3.0,2.0,2.1904759545139303
1358,1.0,5.0,4.0,3.0,3.0,3.0,2.516483518887093
1359,1.0,5.0,4.0,3.0,3.0,4.0,2.516483507101892
1360,1.0,5.0,4.0,3.0,4.0,2.0,2.1904761628411067
1361,1.0,5.0,4.0,3.0,4.0,3.0,2.5164835262700813
1362,1.0,5.0,4.0,3.0,4.0,4.0,2.5581395285638138
1363,1.0,5.0,4.0,3.0,4.0,5.0,2.558139542787804
1364,1.0,5.0,4.0,3.0,5.0,2.0,2.399999959564252
1365,1.0,5.0,4.0,3.0,5.0,5.0,2.558139535409315
1366,1.0,5.0,4.0,4.0,1.0,3.0,1.9333332840664599
1367,1.0,5.0,4.0,4.0,1.0,4.0,1.9333332512186083
1368,1.0,5.0,4.0,4.0,2.0,2.0,2.4000000730980173
1369,1.0,5.0,4.0,4.0,2.0,3.0,2.3999999662261646
1370,1.0,5.0,4.0,4.0,3.0,3.0,2.516483507534877
1371,1.0,5.0,4.0,4.0,3.0,4.0,2.516483527351699
1372,1.0,5.0,4.0,4.0,3.0,5.0,2.5164835206212497
1373,1.0,5.0,4.0,4.0,4.0,4.0,2.5581395720314912
1374,1.0,5.0,4.0,4.0,4.0,5.0,2.7368421224068493
1375,1.0,5.0,4.0,4.0,5.0,4.0,2.747126421313183
1376,1.0,5.0,4.0,4.0,5.0,5.0,2.7471264738771977
1377,1.0,5.0,4.0,5.0,1.0,1.0,1.5000000020093907
1378,1.0,5.0,4.0,5.0,1.0,4.0,1.9333333013226226
1379,1.0,5.0,4.0,5.0,1.0,5.0,1.9333333452919328
1380,1.0,5.0,4.0,5.0,2.0,4.0,2.400000106119427
1381,1.0,5.0,4.0,5.0,2.0,5.0,2.7368421010206143
1382,1.0,5.0,4.0,5.0,3.0,3.0,2.516483508519195
