function,N,t,mse_lin,mse_cv,lambda,mse_nn,hp_nn,mse_gbm,hp_gbm
linear,450,9,0.0004954870328721187,0.0004954870328721187,inf,0.0006127208663386212,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.00133965468627668,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,450,10,0.000302744706192812,0.0003378613047248936,8.0,0.0005172227440299955,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.001871770761036705,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,450,11,0.00015268417365552205,0.00015268417365552205,inf,0.00029522405449511883,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0007437193288123927,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,450,12,0.0002777245215039826,0.00026951501201103703,64.0,0.0005448643351257138,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0008883459931638687,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,450,13,8.700638176700457e-05,0.00045674042878713315,2.0,0.00038008932870058326,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.005518682684263382,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,450,14,0.00029106199663972654,0.00029106199663972654,inf,0.00047835366846483084,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0015919289940664672,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,500,0,0.0006388446605808865,0.0006388446605808865,inf,0.0013449724066007,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0015597217719426288,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,500,1,0.0002825497671994275,0.0003299233295009557,4.0,0.001476384579553346,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.001, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.001207395445832138,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,500,2,0.0004594866484639137,0.0004594866484639137,inf,0.0006502437174942615,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0012641992118009725,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,500,3,0.0002929132422254016,0.0002929132422254016,inf,0.00046462752521560057,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0011509481983605343,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,500,4,0.0008405539109926129,0.0008405539109926129,inf,0.000997957017568724,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0014623521464259795,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,500,5,3.3042439157146676e-05,3.512005174829977e-05,32.0,0.00020210461004504753,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0008623807073518045,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,500,6,0.0001905230538722929,0.0001905230538722929,inf,0.0002951941841085863,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0021617685148193184,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,500,7,0.0004865359061604102,0.0004865359061604102,inf,0.0006937740293851572,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0013988203424207522,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,500,8,9.708735211016424e-05,9.708735211016424e-05,inf,0.00032740754185863857,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0006129085769115431,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,500,9,0.0001605242635292413,0.00024354380688376028,4.0,0.00045703465681728105,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0020227050982667603,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,500,10,0.0007121981750430366,0.0007121981750430366,inf,0.0009293560094530674,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.002839203720606504,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,500,11,7.819250603163265e-05,7.819250603163265e-05,inf,0.00029449148841559017,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0008211955082355979,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,500,12,2.5857434697357564e-05,2.5857434697357564e-05,inf,0.00040886491551258045,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.001752871442376815,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,500,13,0.0002047494265291085,0.0003023494626563735,4.0,0.00039363103167883265,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0014592454627125467,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,500,14,8.568042113925595e-05,0.0008606272998429805,1.0,0.0005798823147734386,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0010710518808573503,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,550,0,0.0001778272607548227,0.0001778272607548227,inf,0.0025015753250438944,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.001, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0012384755596026777,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,550,1,5.058223199901249e-05,5.058223199901249e-05,inf,0.0006767255653673918,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.001235694292170374,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,550,2,0.00017499317713340026,0.00037187625140524817,2.0,0.0008200276701613221,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0013071744649576274,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,550,3,0.0004970004510648075,0.0004970004510648075,inf,0.000745268937252165,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.001242272566003269,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,550,4,0.00017587828823285363,0.00043726807210722074,2.0,0.0005302215438867009,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0013903423767676155,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,550,5,0.00044789533948046503,0.0005273479496674095,4.0,0.0006874682000113722,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0028329600411674217,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,550,6,0.0005091589510648469,0.000873178200705444,1.0,0.0008535821393488912,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0014243987481456122,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,550,7,0.0005120177945686865,0.0005120177945686865,inf,0.0008926061864816038,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.000944694684913809,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,550,8,0.00018396309022332066,0.00018396309022332066,inf,0.00032592762995630885,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0012163518459966797,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,550,9,0.00013279873081672202,0.0008431998903082217,1.0,0.0005051510570586879,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.001639567195190307,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,550,10,0.00024298320895315868,0.00024279647221785844,32.0,0.0005349678874608109,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.001876891190077028,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,550,11,0.0007355817011410957,0.0007355817011410957,inf,0.0008863819570891387,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0018336592005702228,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,550,12,0.00016054821989826818,0.00026328523243720884,4.0,0.0006238054669169581,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0019453050542288268,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,550,13,0.00022176405162987404,0.00022176405162987404,inf,0.00047755115710651356,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0010631098103842124,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,550,14,0.00018676279618488501,0.00018676279618488501,inf,0.00031469946379256993,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0009262557431459423,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,600,0,0.00036192985231824933,0.00036064285129592155,16.0,0.0006011356161246337,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.001499727119975174,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,600,1,0.00028574557707461635,0.00028574557707461635,inf,0.00044322749324430123,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0008368024305551797,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,600,2,4.388216937701999e-05,4.388216937701999e-05,inf,0.00016182789801801208,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0005474800405687364,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,600,3,1.6337215944002097e-05,1.6337215944002097e-05,inf,0.0003541981294398001,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0013260497377593368,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,600,4,0.0002556829917677579,0.0015048019991965355,0.125,0.0004045930791944102,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0011577458789909939,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,600,5,9.351910236077059e-05,9.351910236077059e-05,inf,0.00017598583573288703,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0010745959763480992,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,600,6,0.0003986146105590177,0.0003986146105590177,inf,0.0029419767956058735,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.001, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.00140941490197262,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,600,7,0.0003032204501871589,0.0003032204501871589,inf,0.0005439474344023387,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0010823204774893292,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,600,8,0.000268298073491153,0.000268298073491153,inf,0.0006178774334165035,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.004428376422815944,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,600,9,0.00018067104550672456,0.0004032200852737447,2.0,0.00047434432079164376,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0015729110099863858,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,600,10,0.00014561341879533584,0.00014529149616723008,256.0,0.0002547421085445322,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0026903196513051236,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,600,11,1.3214991853298167e-05,1.3214991853298167e-05,inf,0.00022443267488670836,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0009318359521795577,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,600,12,0.0007349863353597636,0.0007349863353597636,inf,0.0008490640659763324,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0017280571863881205,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,600,13,0.00012248552300707708,0.00014212681305893145,8.0,0.0004056762299724602,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0018412844777449266,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,600,14,5.315439184810407e-05,8.616298269228325e-05,8.0,0.0004027822727168604,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0020078638324139415,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,650,0,8.059950783237304e-05,8.059950783237304e-05,inf,0.0002965494441846624,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0014550418975192536,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,650,1,0.00046843291415268965,0.00046843291415268965,inf,0.0019391192979117378,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.001, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0016016741926847722,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,650,2,0.0002743998383863616,0.00024248602197731437,64.0,0.0004821705117619865,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0015918208604220974,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,650,3,0.0001873160952660779,0.0001873160952660779,inf,0.0003922014561939491,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0008340942107963476,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,650,4,0.00013883367053124532,0.00013883367053124532,inf,0.0004328915784737715,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0015862901225436508,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,650,5,1.1903777711960584e-05,1.1903777711960584e-05,inf,0.00017745820088043506,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.002592202945610929,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,650,6,0.00044563699041135787,0.00044563699041135787,inf,0.0007918935822901951,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0013236247883028358,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,650,7,0.0001664808339284486,0.0001664808339284486,inf,0.00037868764576581853,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0008598603230786803,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,650,8,1.7043679615994716e-05,0.000120742966754307,4.0,0.00027441393384682744,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0014885263650521099,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,650,9,0.00024183164383544283,0.0007419146778866654,1.0,0.00037751187369933144,"{'activation': 'elu', 'depth': 1, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.00144698965920406,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,650,10,8.709137216759574e-05,0.00014431531443610777,4.0,0.0001946613129879108,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.000992714540273543,"{'colsample_bytree': 1.0, 'learning_rate': 0.05, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
linear,650,11,0.00012648275286786774,0.0005314078920913842,1.0,0.00039080892965779094,"{'activation': 'elu', 'depth': 2, 'hidden': 32, 'lr': 0.01, 'max_epochs': 300, 'patience': 40, 'weight_decay': 0.0001}",0.0013119923530435073,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 400, 'patience': 40, 'reg_lambda': 1.0, 'subsample': 1.0}"
