original row number,rating,soundness,presentation,contribution,updated rating,absolute difference,bias percentile
14900,5.0,3.0,3.0,3.0,6.354,1.354,74.48
24829,6.0,4.0,4.0,3.0,7.354,1.354,72.98
45205,5.0,3.0,3.0,3.0,6.354,1.354,74.48
32927,5.0,3.0,3.0,3.0,6.354,1.354,74.48
23391,6.0,4.0,4.0,3.0,7.354,1.354,72.98
6852,5.0,3.0,3.0,3.0,6.354,1.354,74.48
42445,5.0,3.0,3.0,3.0,6.354,1.354,74.48
9978,5.0,3.0,3.0,3.0,6.354,1.354,74.48
14935,6.0,4.0,4.0,3.0,7.354,1.354,72.98
4170,5.0,3.0,3.0,3.0,6.354,1.354,74.48
40671,5.0,3.0,3.0,3.0,6.354,1.354,74.48
1,5.0,3.0,3.0,3.0,6.354,1.354,74.48
24833,6.0,4.0,4.0,3.0,7.354,1.354,72.98
31639,5.0,3.0,3.0,3.0,6.354,1.354,74.48
7856,6.0,4.0,4.0,3.0,7.354,1.354,72.98
27818,5.0,3.0,3.0,3.0,6.354,1.354,74.48
2973,5.0,3.0,3.0,3.0,6.354,1.354,74.48
40548,5.0,3.0,3.0,3.0,6.354,1.354,74.48
24944,5.0,3.0,3.0,3.0,6.354,1.354,74.48
5155,5.0,3.0,3.0,3.0,6.354,1.354,74.48
15193,5.0,3.0,3.0,3.0,6.354,1.354,74.48
12881,5.0,3.0,3.0,3.0,6.354,1.354,74.48
45131,5.0,3.0,3.0,3.0,6.354,1.354,74.48
27760,6.0,4.0,4.0,3.0,7.354,1.354,72.98
27758,5.0,3.0,3.0,3.0,6.354,1.354,74.48
10065,5.0,3.0,3.0,3.0,6.354,1.354,74.48
1383,5.0,3.0,3.0,3.0,6.354,1.354,74.48
42539,5.0,3.0,3.0,3.0,6.354,1.354,74.48
1385,6.0,4.0,4.0,3.0,7.354,1.354,72.98
29685,5.0,3.0,3.0,3.0,6.354,1.354,74.48
33189,5.0,3.0,3.0,3.0,6.354,1.354,74.48
23044,6.0,4.0,4.0,3.0,7.354,1.354,72.98
23042,5.0,3.0,3.0,3.0,6.354,1.354,74.48
4746,5.0,3.0,3.0,3.0,6.354,1.354,74.48
33224,5.0,3.0,3.0,3.0,6.354,1.354,74.48
5178,5.0,3.0,3.0,3.0,6.354,1.354,74.48
40356,5.0,3.0,3.0,3.0,6.354,1.354,74.48
40354,6.0,4.0,4.0,3.0,7.354,1.354,72.98
949,5.0,3.0,3.0,3.0,6.354,1.354,74.48
46576,5.0,3.0,3.0,3.0,6.354,1.354,74.48
9407,5.0,3.0,3.0,3.0,6.354,1.354,74.48
40397,5.0,3.0,3.0,3.0,6.354,1.354,74.48
23098,5.0,3.0,3.0,3.0,6.354,1.354,74.48
33162,6.0,4.0,4.0,3.0,7.354,1.354,72.98
23157,5.0,3.0,3.0,3.0,6.354,1.354,74.48
8202,6.0,4.0,4.0,3.0,7.354,1.354,72.98
15076,5.0,3.0,3.0,3.0,6.354,1.354,74.48
33092,6.0,4.0,4.0,3.0,7.354,1.354,72.98
956,5.0,3.0,3.0,3.0,6.354,1.354,74.48
40517,5.0,3.0,3.0,3.0,6.354,1.354,74.48
42505,5.0,3.0,3.0,3.0,6.354,1.354,74.48
7272,5.0,3.0,3.0,3.0,6.354,1.354,74.48
9425,5.0,3.0,3.0,3.0,6.354,1.354,74.48
3319,5.0,3.0,3.0,3.0,6.354,1.354,74.48
23161,6.0,4.0,4.0,3.0,7.354,1.354,72.98
27783,5.0,3.0,3.0,3.0,6.354,1.354,74.48
15181,6.0,4.0,4.0,3.0,7.354,1.354,72.98
2963,5.0,3.0,3.0,3.0,6.354,1.354,74.48
40476,5.0,3.0,3.0,3.0,6.354,1.354,74.48
40470,5.0,3.0,3.0,3.0,6.354,1.354,74.48
40469,5.0,3.0,3.0,3.0,6.354,1.354,74.48
40460,5.0,3.0,3.0,3.0,6.354,1.354,74.48
33129,6.0,4.0,4.0,3.0,7.354,1.354,72.98
27780,5.0,3.0,3.0,3.0,6.354,1.354,74.48
7848,6.0,4.0,4.0,3.0,7.354,1.354,72.98
23134,5.0,3.0,3.0,3.0,6.354,1.354,74.48
15180,6.0,4.0,4.0,3.0,7.354,1.354,72.98
1296,5.0,3.0,3.0,3.0,6.354,1.354,74.48
32888,5.0,3.0,3.0,3.0,6.354,1.354,74.48
14374,5.0,3.0,3.0,3.0,6.354,1.354,74.48
41109,5.0,3.0,3.0,3.0,6.354,1.354,74.48
23703,6.0,4.0,4.0,3.0,7.354,1.354,72.98
14510,5.0,3.0,3.0,3.0,6.354,1.354,74.48
9483,5.0,3.0,3.0,3.0,6.354,1.354,74.48
3976,5.0,3.0,3.0,3.0,6.354,1.354,74.48
41087,5.0,3.0,3.0,3.0,6.354,1.354,74.48
23668,5.0,3.0,3.0,3.0,6.354,1.354,74.48
14531,6.0,4.0,4.0,3.0,7.354,1.354,72.98
28013,6.0,4.0,4.0,3.0,7.354,1.354,72.98
32713,5.0,3.0,3.0,3.0,6.354,1.354,74.48
32716,5.0,3.0,3.0,3.0,6.354,1.354,74.48
5030,5.0,3.0,3.0,3.0,6.354,1.354,74.48
28826,6.0,4.0,4.0,3.0,7.354,1.354,72.98
23645,5.0,3.0,3.0,3.0,6.354,1.354,74.48
31755,5.0,3.0,3.0,3.0,6.354,1.354,74.48
32748,5.0,3.0,3.0,3.0,6.354,1.354,74.48
23618,5.0,3.0,3.0,3.0,6.354,1.354,74.48
24713,5.0,3.0,3.0,3.0,6.354,1.354,74.48
9890,5.0,3.0,3.0,3.0,6.354,1.354,74.48
46636,5.0,3.0,3.0,3.0,6.354,1.354,74.48
27984,6.0,4.0,4.0,3.0,7.354,1.354,72.98
24749,5.0,3.0,3.0,3.0,6.354,1.354,74.48
3290,5.0,3.0,3.0,3.0,6.354,1.354,74.48
40938,5.0,3.0,3.0,3.0,6.354,1.354,74.48
28024,6.0,4.0,4.0,3.0,7.354,1.354,72.98
23705,5.0,3.0,3.0,3.0,6.354,1.354,74.48
23436,6.0,4.0,4.0,3.0,7.354,1.354,72.98
46651,5.0,3.0,3.0,3.0,6.354,1.354,74.48
41212,5.0,3.0,3.0,3.0,6.354,1.354,74.48
14381,5.0,3.0,3.0,3.0,6.354,1.354,74.48
32647,5.0,3.0,3.0,3.0,6.354,1.354,74.48
13164,6.0,4.0,4.0,3.0,7.354,1.354,72.98
13163,5.0,3.0,3.0,3.0,6.354,1.354,74.48
23740,6.0,4.0,4.0,3.0,7.354,1.354,72.98
14398,5.0,3.0,3.0,3.0,6.354,1.354,74.48
45310,5.0,3.0,3.0,3.0,6.354,1.354,74.48
7216,5.0,3.0,3.0,3.0,6.354,1.354,74.48
31763,5.0,3.0,3.0,3.0,6.354,1.354,74.48
41169,6.0,4.0,4.0,3.0,7.354,1.354,72.98
14430,5.0,3.0,3.0,3.0,6.354,1.354,74.48
14435,5.0,3.0,3.0,3.0,6.354,1.354,74.48
14437,5.0,3.0,3.0,3.0,6.354,1.354,74.48
1213,6.0,4.0,4.0,3.0,7.354,1.354,72.98
8348,5.0,3.0,3.0,3.0,6.354,1.354,74.48
28784,5.0,3.0,3.0,3.0,6.354,1.354,74.48
28039,6.0,4.0,4.0,3.0,7.354,1.354,72.98
32657,5.0,3.0,3.0,3.0,6.354,1.354,74.48
13144,6.0,4.0,4.0,3.0,7.354,1.354,72.98
45624,5.0,3.0,3.0,3.0,6.354,1.354,74.48
24706,5.0,3.0,3.0,3.0,6.354,1.354,74.48
32679,6.0,4.0,4.0,3.0,7.354,1.354,72.98
40937,5.0,3.0,3.0,3.0,6.354,1.354,74.48
31706,5.0,3.0,3.0,3.0,6.354,1.354,74.48
8376,6.0,4.0,4.0,3.0,7.354,1.354,72.98
14665,5.0,3.0,3.0,3.0,6.354,1.354,74.48
32822,5.0,3.0,3.0,3.0,6.354,1.354,74.48
42408,6.0,4.0,4.0,3.0,7.354,1.354,72.98
40841,5.0,3.0,3.0,3.0,6.354,1.354,74.48
31671,6.0,4.0,4.0,3.0,7.354,1.354,72.98
32839,5.0,3.0,3.0,3.0,6.354,1.354,74.48
24803,5.0,3.0,3.0,3.0,6.354,1.354,74.48
32848,5.0,3.0,3.0,3.0,6.354,1.354,74.48
14798,5.0,3.0,3.0,3.0,6.354,1.354,74.48
1273,5.0,3.0,3.0,3.0,6.354,1.354,74.48
23486,6.0,4.0,4.0,3.0,7.354,1.354,72.98
24805,5.0,3.0,3.0,3.0,6.354,1.354,74.48
27903,5.0,3.0,3.0,3.0,6.354,1.354,74.48
32853,5.0,3.0,3.0,3.0,6.354,1.354,74.48
27902,5.0,3.0,3.0,3.0,6.354,1.354,74.48
23469,5.0,3.0,3.0,3.0,6.354,1.354,74.48
45218,6.0,4.0,4.0,3.0,7.354,1.354,72.98
7246,5.0,3.0,3.0,3.0,6.354,1.354,74.48
3013,5.0,3.0,3.0,3.0,6.354,1.354,74.48
9454,6.0,4.0,4.0,3.0,7.354,1.354,72.98
23439,5.0,3.0,3.0,3.0,6.354,1.354,74.48
23438,5.0,3.0,3.0,3.0,6.354,1.354,74.48
40741,5.0,3.0,3.0,3.0,6.354,1.354,74.48
31661,5.0,3.0,3.0,3.0,6.354,1.354,74.48
9924,6.0,4.0,4.0,3.0,7.354,1.354,72.98
3292,5.0,3.0,3.0,3.0,6.354,1.354,74.48
9920,5.0,3.0,3.0,3.0,6.354,1.354,74.48
14723,5.0,3.0,3.0,3.0,6.354,1.354,74.48
31700,5.0,3.0,3.0,3.0,6.354,1.354,74.48
6893,5.0,3.0,3.0,3.0,6.354,1.354,74.48
14675,6.0,4.0,4.0,3.0,7.354,1.354,72.98
27980,5.0,3.0,3.0,3.0,6.354,1.354,74.48
23548,5.0,3.0,3.0,3.0,6.354,1.354,74.48
6886,6.0,4.0,4.0,3.0,7.354,1.354,72.98
31692,5.0,3.0,3.0,3.0,6.354,1.354,74.48
32801,5.0,3.0,3.0,3.0,6.354,1.354,74.48
28860,5.0,3.0,3.0,3.0,6.354,1.354,74.48
45245,5.0,3.0,3.0,3.0,6.354,1.354,74.48
1261,5.0,3.0,3.0,3.0,6.354,1.354,74.48
14774,5.0,3.0,3.0,3.0,6.354,1.354,74.48
28871,5.0,3.0,3.0,3.0,6.354,1.354,74.48
13063,5.0,3.0,3.0,3.0,6.354,1.354,74.48
14750,6.0,4.0,4.0,3.0,7.354,1.354,72.98
28881,5.0,3.0,3.0,3.0,6.354,1.354,74.48
8384,5.0,3.0,3.0,3.0,6.354,1.354,74.48
7887,5.0,3.0,3.0,3.0,6.354,1.354,74.48
27929,5.0,3.0,3.0,3.0,6.354,1.354,74.48
4154,5.0,3.0,3.0,3.0,6.354,1.354,74.48
32814,5.0,3.0,3.0,3.0,6.354,1.354,74.48
28900,5.0,3.0,3.0,3.0,6.354,1.354,74.48
17173,5.0,3.0,3.0,3.0,6.354,1.354,74.48
34137,5.0,3.0,3.0,3.0,6.354,1.354,74.48
34588,5.0,3.0,3.0,3.0,6.354,1.354,74.48
5671,5.0,3.0,3.0,3.0,6.354,1.354,74.48
6181,5.0,3.0,3.0,3.0,6.354,1.354,74.48
37720,5.0,3.0,3.0,3.0,6.354,1.354,74.48
26327,5.0,3.0,3.0,3.0,6.354,1.354,74.48
35376,5.0,3.0,3.0,3.0,6.354,1.354,74.48
19902,6.0,4.0,4.0,3.0,7.354,1.354,72.98
11829,5.0,3.0,3.0,3.0,6.354,1.354,74.48
20606,5.0,3.0,3.0,3.0,6.354,1.354,74.48
46196,5.0,3.0,3.0,3.0,6.354,1.354,74.48
20591,5.0,3.0,3.0,3.0,6.354,1.354,74.48
1927,5.0,3.0,3.0,3.0,6.354,1.354,74.48
9027,5.0,3.0,3.0,3.0,6.354,1.354,74.48
26068,5.0,3.0,3.0,3.0,6.354,1.354,74.48
4599,5.0,3.0,3.0,3.0,6.354,1.354,74.48
37699,5.0,3.0,3.0,3.0,6.354,1.354,74.48
36797,5.0,3.0,3.0,3.0,6.354,1.354,74.48
35418,5.0,3.0,3.0,3.0,6.354,1.354,74.48
18119,5.0,3.0,3.0,3.0,6.354,1.354,74.48
37688,5.0,3.0,3.0,3.0,6.354,1.354,74.48
30764,5.0,3.0,3.0,3.0,6.354,1.354,74.48
2466,5.0,3.0,3.0,3.0,6.354,1.354,74.48
6172,5.0,3.0,3.0,3.0,6.354,1.354,74.48
44422,5.0,3.0,3.0,3.0,6.354,1.354,74.48
11448,5.0,3.0,3.0,3.0,6.354,1.354,74.48
46202,5.0,3.0,3.0,3.0,6.354,1.354,74.48
37795,5.0,3.0,3.0,3.0,6.354,1.354,74.48
30319,5.0,3.0,3.0,3.0,6.354,1.354,74.48
5972,5.0,3.0,3.0,3.0,6.354,1.354,74.48
44434,6.0,4.0,4.0,3.0,7.354,1.354,72.98
25759,6.0,4.0,4.0,3.0,7.354,1.354,72.98
20665,5.0,3.0,3.0,3.0,6.354,1.354,74.48
18065,5.0,3.0,3.0,3.0,6.354,1.354,74.48
36785,5.0,3.0,3.0,3.0,6.354,1.354,74.48
10898,5.0,3.0,3.0,3.0,6.354,1.354,74.48
19066,5.0,3.0,3.0,3.0,6.354,1.354,74.48
20641,6.0,4.0,4.0,3.0,7.354,1.354,72.98
11458,5.0,3.0,3.0,3.0,6.354,1.354,74.48
5662,6.0,4.0,4.0,3.0,7.354,1.354,72.98
37731,5.0,3.0,3.0,3.0,6.354,1.354,74.48
18086,6.0,4.0,4.0,3.0,7.354,1.354,72.98
43864,5.0,3.0,3.0,3.0,6.354,1.354,74.48
37686,5.0,3.0,3.0,3.0,6.354,1.354,74.48
37668,5.0,3.0,3.0,3.0,6.354,1.354,74.48
17775,6.0,4.0,4.0,3.0,7.354,1.354,72.98
18249,5.0,3.0,3.0,3.0,6.354,1.354,74.48
1963,5.0,3.0,3.0,3.0,6.354,1.354,74.48
36830,5.0,3.0,3.0,3.0,6.354,1.354,74.48
18243,5.0,3.0,3.0,3.0,6.354,1.354,74.48
43567,5.0,3.0,3.0,3.0,6.354,1.354,74.48
7575,5.0,3.0,3.0,3.0,6.354,1.354,74.48
4594,5.0,3.0,3.0,3.0,6.354,1.354,74.48
115,5.0,3.0,3.0,3.0,6.354,1.354,74.48
18248,5.0,3.0,3.0,3.0,6.354,1.354,74.48
26643,6.0,4.0,4.0,3.0,7.354,1.354,72.98
29978,5.0,3.0,3.0,3.0,6.354,1.354,74.48
26642,5.0,3.0,3.0,3.0,6.354,1.354,74.48
11167,5.0,3.0,3.0,3.0,6.354,1.354,74.48
18994,5.0,3.0,3.0,3.0,6.354,1.354,74.48
44138,6.0,4.0,4.0,3.0,7.354,1.354,72.98
18268,5.0,3.0,3.0,3.0,6.354,1.354,74.48
20490,5.0,3.0,3.0,3.0,6.354,1.354,74.48
5996,5.0,3.0,3.0,3.0,6.354,1.354,74.48
44359,5.0,3.0,3.0,3.0,6.354,1.354,74.48
20526,5.0,3.0,3.0,3.0,6.354,1.354,74.48
10935,5.0,3.0,3.0,3.0,6.354,1.354,74.48
26715,5.0,3.0,3.0,3.0,6.354,1.354,74.48
2144,5.0,3.0,3.0,3.0,6.354,1.354,74.48
10924,5.0,3.0,3.0,3.0,6.354,1.354,74.48
37661,5.0,3.0,3.0,3.0,6.354,1.354,74.48
36024,5.0,3.0,3.0,3.0,6.354,1.354,74.48
36020,5.0,3.0,3.0,3.0,6.354,1.354,74.48
25786,6.0,4.0,4.0,3.0,7.354,1.354,72.98
20542,5.0,3.0,3.0,3.0,6.354,1.354,74.48
43544,5.0,3.0,3.0,3.0,6.354,1.354,74.48
25795,6.0,4.0,4.0,3.0,7.354,1.354,72.98
11799,6.0,4.0,4.0,3.0,7.354,1.354,72.98
20529,5.0,3.0,3.0,3.0,6.354,1.354,74.48
18209,6.0,4.0,4.0,3.0,7.354,1.354,72.98
2143,5.0,3.0,3.0,3.0,6.354,1.354,74.48
37580,5.0,3.0,3.0,3.0,6.354,1.354,74.48
29962,5.0,3.0,3.0,3.0,6.354,1.354,74.48
19921,5.0,3.0,3.0,3.0,6.354,1.354,74.48
10931,5.0,3.0,3.0,3.0,6.354,1.354,74.48
30289,5.0,3.0,3.0,3.0,6.354,1.354,74.48
25796,5.0,3.0,3.0,3.0,6.354,1.354,74.48
20688,5.0,3.0,3.0,3.0,6.354,1.354,74.48
18025,5.0,3.0,3.0,3.0,6.354,1.354,74.48
37807,5.0,3.0,3.0,3.0,6.354,1.354,74.48
6214,5.0,3.0,3.0,3.0,6.354,1.354,74.48
17853,5.0,3.0,3.0,3.0,6.354,1.354,74.48
2317,6.0,4.0,4.0,3.0,7.354,1.354,72.98
10820,5.0,3.0,3.0,3.0,6.354,1.354,74.48
44488,5.0,3.0,3.0,3.0,6.354,1.354,74.48
10826,5.0,3.0,3.0,3.0,6.354,1.354,74.48
26293,5.0,3.0,3.0,3.0,6.354,1.354,74.48
26295,5.0,3.0,3.0,3.0,6.354,1.354,74.48
46094,5.0,3.0,3.0,3.0,6.354,1.354,74.48
26296,5.0,3.0,3.0,3.0,6.354,1.354,74.48
1880,5.0,3.0,3.0,3.0,6.354,1.354,74.48
35164,5.0,3.0,3.0,3.0,6.354,1.354,74.48
19149,5.0,3.0,3.0,3.0,6.354,1.354,74.48
7582,5.0,3.0,3.0,3.0,6.354,1.354,74.48
11917,5.0,3.0,3.0,3.0,6.354,1.354,74.48
36078,5.0,3.0,3.0,3.0,6.354,1.354,74.48
1888,5.0,3.0,3.0,3.0,6.354,1.354,74.48
19854,5.0,3.0,3.0,3.0,6.354,1.354,74.48
43452,5.0,3.0,3.0,3.0,6.354,1.354,74.48
19840,5.0,3.0,3.0,3.0,6.354,1.354,74.48
10819,5.0,3.0,3.0,3.0,6.354,1.354,74.48
18019,5.0,3.0,3.0,3.0,6.354,1.354,74.48
36696,5.0,3.0,3.0,3.0,6.354,1.354,74.48
38034,5.0,3.0,3.0,3.0,6.354,1.354,74.48
38031,5.0,3.0,3.0,3.0,6.354,1.354,74.48
38024,5.0,3.0,3.0,3.0,6.354,1.354,74.48
20925,6.0,4.0,4.0,3.0,7.354,1.354,72.98
36688,5.0,3.0,3.0,3.0,6.354,1.354,74.48
46027,6.0,4.0,4.0,3.0,7.354,1.354,72.98
38020,5.0,3.0,3.0,3.0,6.354,1.354,74.48
19195,5.0,3.0,3.0,3.0,6.354,1.354,74.48
37998,5.0,3.0,3.0,3.0,6.354,1.354,74.48
36709,6.0,4.0,4.0,3.0,7.354,1.354,72.98
37992,5.0,3.0,3.0,3.0,6.354,1.354,74.48
36098,5.0,3.0,3.0,3.0,6.354,1.354,74.48
26273,5.0,3.0,3.0,3.0,6.354,1.354,74.48
26276,6.0,4.0,4.0,3.0,7.354,1.354,72.98
36097,5.0,3.0,3.0,3.0,6.354,1.354,74.48
35109,5.0,3.0,3.0,3.0,6.354,1.354,74.48
19825,5.0,3.0,3.0,3.0,6.354,1.354,74.48
19174,5.0,3.0,3.0,3.0,6.354,1.354,74.48
26794,5.0,3.0,3.0,3.0,6.354,1.354,74.48
43454,5.0,3.0,3.0,3.0,6.354,1.354,74.48
37939,5.0,3.0,3.0,3.0,6.354,1.354,74.48
11444,5.0,3.0,3.0,3.0,6.354,1.354,74.48
8941,5.0,3.0,3.0,3.0,6.354,1.354,74.48
30812,5.0,3.0,3.0,3.0,6.354,1.354,74.48
13493,5.0,3.0,3.0,3.0,6.354,1.354,74.48
37850,5.0,3.0,3.0,3.0,6.354,1.354,74.48
18777,5.0,3.0,3.0,3.0,6.354,1.354,74.48
37843,5.0,3.0,3.0,3.0,6.354,1.354,74.48
37840,5.0,3.0,3.0,3.0,6.354,1.354,74.48
35272,5.0,3.0,3.0,3.0,6.354,1.354,74.48
37839,5.0,3.0,3.0,3.0,6.354,1.354,74.48
30512,5.0,3.0,3.0,3.0,6.354,1.354,74.48
43878,5.0,3.0,3.0,3.0,6.354,1.354,74.48
20712,5.0,3.0,3.0,3.0,6.354,1.354,74.48
26749,5.0,3.0,3.0,3.0,6.354,1.354,74.48
19114,5.0,3.0,3.0,3.0,6.354,1.354,74.48
35312,6.0,4.0,4.0,3.0,7.354,1.354,72.98
37826,5.0,3.0,3.0,3.0,6.354,1.354,74.48
36039,5.0,3.0,3.0,3.0,6.354,1.354,74.48
29925,5.0,3.0,3.0,3.0,6.354,1.354,74.48
45914,5.0,3.0,3.0,3.0,6.354,1.354,74.48
43474,5.0,3.0,3.0,3.0,6.354,1.354,74.48
30324,5.0,3.0,3.0,3.0,6.354,1.354,74.48
29905,5.0,3.0,3.0,3.0,6.354,1.354,74.48
20844,5.0,3.0,3.0,3.0,6.354,1.354,74.48
30843,5.0,3.0,3.0,3.0,6.354,1.354,74.48
20836,6.0,4.0,4.0,3.0,7.354,1.354,72.98
35188,5.0,3.0,3.0,3.0,6.354,1.354,74.48
19876,5.0,3.0,3.0,3.0,6.354,1.354,74.48
175,5.0,3.0,3.0,3.0,6.354,1.354,74.48
45899,5.0,3.0,3.0,3.0,6.354,1.354,74.48
656,5.0,3.0,3.0,3.0,6.354,1.354,74.48
25705,5.0,3.0,3.0,3.0,6.354,1.354,74.48
11892,5.0,3.0,3.0,3.0,6.354,1.354,74.48
26300,5.0,3.0,3.0,3.0,6.354,1.354,74.48
11889,5.0,3.0,3.0,3.0,6.354,1.354,74.48
8788,5.0,3.0,3.0,3.0,6.354,1.354,74.48
35226,5.0,3.0,3.0,3.0,6.354,1.354,74.48
8944,5.0,3.0,3.0,3.0,6.354,1.354,74.48
19120,5.0,3.0,3.0,3.0,6.354,1.354,74.48
44471,5.0,3.0,3.0,3.0,6.354,1.354,74.48
19945,5.0,3.0,3.0,3.0,6.354,1.354,74.48
37526,5.0,3.0,3.0,3.0,6.354,1.354,74.48
18285,6.0,4.0,4.0,3.0,7.354,1.354,72.98
37141,5.0,3.0,3.0,3.0,6.354,1.354,74.48
20285,5.0,3.0,3.0,3.0,6.354,1.354,74.48
35684,5.0,3.0,3.0,3.0,6.354,1.354,74.48
30139,5.0,3.0,3.0,3.0,6.354,1.354,74.48
20275,5.0,3.0,3.0,3.0,6.354,1.354,74.48
18650,6.0,4.0,4.0,3.0,7.354,1.354,72.98
20272,5.0,3.0,3.0,3.0,6.354,1.354,74.48
35690,6.0,4.0,4.0,3.0,7.354,1.354,72.98
30629,5.0,3.0,3.0,3.0,6.354,1.354,74.48
35705,5.0,3.0,3.0,3.0,6.354,1.354,74.48
35673,5.0,3.0,3.0,3.0,6.354,1.354,74.48
30150,5.0,3.0,3.0,3.0,6.354,1.354,74.48
20250,5.0,3.0,3.0,3.0,6.354,1.354,74.48
18859,5.0,3.0,3.0,3.0,6.354,1.354,74.48
20239,5.0,3.0,3.0,3.0,6.354,1.354,74.48
25958,6.0,4.0,4.0,3.0,7.354,1.354,72.98
36973,6.0,4.0,4.0,3.0,7.354,1.354,72.98
43771,5.0,3.0,3.0,3.0,6.354,1.354,74.48
11609,5.0,3.0,3.0,3.0,6.354,1.354,74.48
4849,5.0,3.0,3.0,3.0,6.354,1.354,74.48
30655,5.0,3.0,3.0,3.0,6.354,1.354,74.48
9078,6.0,4.0,4.0,3.0,7.354,1.354,72.98
26525,5.0,3.0,3.0,3.0,6.354,1.354,74.48
43681,5.0,3.0,3.0,3.0,6.354,1.354,74.48
35634,5.0,3.0,3.0,3.0,6.354,1.354,74.48
11126,5.0,3.0,3.0,3.0,6.354,1.354,74.48
35636,5.0,3.0,3.0,3.0,6.354,1.354,74.48
7529,6.0,4.0,4.0,3.0,7.354,1.354,72.98
18581,5.0,3.0,3.0,3.0,6.354,1.354,74.48
26535,5.0,3.0,3.0,3.0,6.354,1.354,74.48
18584,5.0,3.0,3.0,3.0,6.354,1.354,74.48
37203,5.0,3.0,3.0,3.0,6.354,1.354,74.48
36966,5.0,3.0,3.0,3.0,6.354,1.354,74.48
6073,5.0,3.0,3.0,3.0,6.354,1.354,74.48
30264,5.0,3.0,3.0,3.0,6.354,1.354,74.48
30119,5.0,3.0,3.0,3.0,6.354,1.354,74.48
43690,6.0,4.0,4.0,3.0,7.354,1.354,72.98
25930,5.0,3.0,3.0,3.0,6.354,1.354,74.48
2048,5.0,3.0,3.0,3.0,6.354,1.354,74.48
129,5.0,3.0,3.0,3.0,6.354,1.354,74.48
2106,5.0,3.0,3.0,3.0,6.354,1.354,74.48
18678,5.0,3.0,3.0,3.0,6.354,1.354,74.48
18682,5.0,3.0,3.0,3.0,6.354,1.354,74.48
694,6.0,4.0,4.0,3.0,7.354,1.354,72.98
35844,5.0,3.0,3.0,3.0,6.354,1.354,74.48
44195,5.0,3.0,3.0,3.0,6.354,1.354,74.48
30222,5.0,3.0,3.0,3.0,6.354,1.354,74.48
18821,6.0,4.0,4.0,3.0,7.354,1.354,72.98
25985,5.0,3.0,3.0,3.0,6.354,1.354,74.48
4476,5.0,3.0,3.0,3.0,6.354,1.354,74.48
35829,5.0,3.0,3.0,3.0,6.354,1.354,74.48
11110,5.0,3.0,3.0,3.0,6.354,1.354,74.48
18815,5.0,3.0,3.0,3.0,6.354,1.354,74.48
11561,5.0,3.0,3.0,3.0,6.354,1.354,74.48
30258,5.0,3.0,3.0,3.0,6.354,1.354,74.48
18805,5.0,3.0,3.0,3.0,6.354,1.354,74.48
2365,6.0,4.0,4.0,3.0,7.354,1.354,72.98
26426,5.0,3.0,3.0,3.0,6.354,1.354,74.48
2364,5.0,3.0,3.0,3.0,6.354,1.354,74.48
2088,5.0,3.0,3.0,3.0,6.354,1.354,74.48
35864,5.0,3.0,3.0,3.0,6.354,1.354,74.48
43751,5.0,3.0,3.0,3.0,6.354,1.354,74.48
18767,5.0,3.0,3.0,3.0,6.354,1.354,74.48
20155,6.0,4.0,4.0,3.0,7.354,1.354,72.98
2084,5.0,3.0,3.0,3.0,6.354,1.354,74.48
37087,5.0,3.0,3.0,3.0,6.354,1.354,74.48
5748,5.0,3.0,3.0,3.0,6.354,1.354,74.48
44214,5.0,3.0,3.0,3.0,6.354,1.354,74.48
11121,5.0,3.0,3.0,3.0,6.354,1.354,74.48
20203,5.0,3.0,3.0,3.0,6.354,1.354,74.48
37116,5.0,3.0,3.0,3.0,6.354,1.354,74.48
9049,5.0,3.0,3.0,3.0,6.354,1.354,74.48
20186,5.0,3.0,3.0,3.0,6.354,1.354,74.48
25993,6.0,4.0,4.0,3.0,7.354,1.354,72.98
5746,5.0,3.0,3.0,3.0,6.354,1.354,74.48
18705,5.0,3.0,3.0,3.0,6.354,1.354,74.48
4465,5.0,3.0,3.0,3.0,6.354,1.354,74.48
18708,5.0,3.0,3.0,3.0,6.354,1.354,74.48
35887,5.0,3.0,3.0,3.0,6.354,1.354,74.48
18716,5.0,3.0,3.0,3.0,6.354,1.354,74.48
30229,5.0,3.0,3.0,3.0,6.354,1.354,74.48
35789,5.0,3.0,3.0,3.0,6.354,1.354,74.48
5763,5.0,3.0,3.0,3.0,6.354,1.354,74.48
45988,5.0,3.0,3.0,3.0,6.354,1.354,74.48
37227,5.0,3.0,3.0,3.0,6.354,1.354,74.48
26549,5.0,3.0,3.0,3.0,6.354,1.354,74.48
36872,5.0,3.0,3.0,3.0,6.354,1.354,74.48
30716,5.0,3.0,3.0,3.0,6.354,1.354,74.48
30559,5.0,3.0,3.0,3.0,6.354,1.354,74.48
25850,5.0,3.0,3.0,3.0,6.354,1.354,74.48
18368,5.0,3.0,3.0,3.0,6.354,1.354,74.48
20447,5.0,3.0,3.0,3.0,6.354,1.354,74.48
35977,6.0,4.0,4.0,3.0,7.354,1.354,72.98
30022,6.0,4.0,4.0,3.0,7.354,1.354,72.98
6122,5.0,3.0,3.0,3.0,6.354,1.354,74.48
44334,5.0,3.0,3.0,3.0,6.354,1.354,74.48
26026,5.0,3.0,3.0,3.0,6.354,1.354,74.48
529,5.0,3.0,3.0,3.0,6.354,1.354,74.48
